MarioNet64_Color\frame_5110.jpg  1  503 205 19 36
MarioNet64_Color\frame_5111.jpg  1  501 206 21 28
MarioNet64_Color\frame_9988.jpg  2  330 267 112 113  424 4 52 48
MarioNet64_Color\frame_9989.jpg  2  330 267 112 113  423 4 53 48
MarioNet64_Color\frame_9990.jpg  2  332 261 118 118  419 4 46 44
MarioNet64_Color\frame_9991.jpg  2  332 261 118 118  419 4 46 44
MarioNet64_Color\frame_9992.jpg  2  334 258 122 122  414 4 54 38
MarioNet64_Color\frame_9993.jpg  2  334 258 122 122  414 4 54 38
MarioNet64_Color\frame_9994.jpg  2  335 260 124 120  414 4 45 38
MarioNet64_Color\frame_9995.jpg  2  335 260 124 120  414 4 45 38
MarioNet64_Color\frame_9996.jpg  2  335 268 132 112  406 4 44 29
MarioNet64_Color\frame_9997.jpg  2  335 268 132 112  406 4 44 29
MarioNet64_Color\frame_9998.jpg  2  335 271 134 109  399 4 49 26
MarioNet64_Color\frame_9999.jpg  2  335 271 134 109  399 4 49 26
MarioNet64_Color\frame_10000.jpg  2  340 279 137 101  392 4 50 24
MarioNet64_Color\frame_10001.jpg  2  340 279 137 101  392 4 50 24
MarioNet64_Color\frame_10002.jpg  2  340 297 142 83  383 4 45 24
MarioNet64_Color\frame_10003.jpg  2  340 297 142 83  383 4 45 24
MarioNet64_Color\frame_10004.jpg  3  341 316 142 64  380 52 30 13  381 11 37 16
MarioNet64_Color\frame_10005.jpg  3  341 316 142 64  380 53 30 12  381 11 37 16
MarioNet64_Color\frame_10006.jpg  3  349 338 132 42  365 46 38 21  362 11 47 31
MarioNet64_Color\frame_10007.jpg  3  349 338 132 42  365 46 38 21  362 11 47 31
MarioNet64_Color\frame_10008.jpg  1  357 12 46 59
MarioNet64_Color\frame_10009.jpg  1  357 12 44 59
MarioNet64_Color\frame_10010.jpg  1  343 21 51 60
MarioNet64_Color\frame_10011.jpg  1  343 21 51 60
MarioNet64_Color\frame_10012.jpg  1  336 30 60 61
MarioNet64_Color\frame_10013.jpg  1  336 30 60 61
MarioNet64_Color\frame_10014.jpg  1  333 37 61 62
MarioNet64_Color\frame_10015.jpg  1  333 37 61 62
MarioNet64_Color\frame_10016.jpg  1  332 43 63 63
MarioNet64_Color\frame_10017.jpg  1  332 43 63 63
MarioNet64_Color\frame_10018.jpg  1  333 51 62 64
MarioNet64_Color\frame_10019.jpg  1  333 51 62 64
MarioNet64_Color\frame_10020.jpg  1  332 61 64 62
MarioNet64_Color\frame_10021.jpg  1  332 61 64 61
MarioNet64_Color\frame_10022.jpg  1  333 68 64 64
MarioNet64_Color\frame_10023.jpg  1  333 68 64 64
MarioNet64_Color\frame_10024.jpg  1  333 72 61 67
MarioNet64_Color\frame_10025.jpg  1  331 72 63 67
MarioNet64_Color\frame_10026.jpg  1  332 78 69 69
MarioNet64_Color\frame_10027.jpg  1  332 78 69 69
MarioNet64_Color\frame_10028.jpg  1  335 86 69 69
MarioNet64_Color\frame_10029.jpg  1  335 86 69 69
MarioNet64_Color\frame_10030.jpg  1  334 87 69 73
MarioNet64_Color\frame_10031.jpg  1  334 87 69 73
MarioNet64_Color\frame_10032.jpg  1  336 91 74 74
MarioNet64_Color\frame_10033.jpg  1  336 91 74 74
MarioNet64_Color\frame_10034.jpg  1  341 97 70 76
MarioNet64_Color\frame_10035.jpg  1  341 97 70 76
MarioNet64_Color\frame_10036.jpg  1  342 103 76 78
MarioNet64_Color\frame_10037.jpg  1  342 103 76 78
MarioNet64_Color\frame_10038.jpg  1  343 105 81 80
MarioNet64_Color\frame_10039.jpg  1  343 105 81 80
MarioNet64_Color\frame_10040.jpg  1  346 108 83 83
MarioNet64_Color\frame_10041.jpg  1  346 108 83 83
MarioNet64_Color\frame_10042.jpg  1  348 114 85 85
MarioNet64_Color\frame_10043.jpg  1  348 114 85 85
MarioNet64_Color\frame_10044.jpg  1  351 123 85 86
MarioNet64_Color\frame_10045.jpg  1  351 123 85 86
MarioNet64_Color\frame_10046.jpg  1  356 118 86 93
MarioNet64_Color\frame_10047.jpg  1  356 118 86 93
MarioNet64_Color\frame_10048.jpg  1  359 119 92 94
MarioNet64_Color\frame_10049.jpg  1  359 119 92 94
MarioNet64_Color\frame_10050.jpg  2  361 165 5 21  366 126 94 100
MarioNet64_Color\frame_10051.jpg  2  361 165 5 21  366 126 94 100
MarioNet64_Color\frame_10052.jpg  1  365 136 102 101
MarioNet64_Color\frame_10053.jpg  1  365 136 102 101
MarioNet64_Color\frame_10054.jpg  1  370 137 105 108
MarioNet64_Color\frame_10055.jpg  1  370 137 105 108
MarioNet64_Color\frame_10056.jpg  1  376 141 108 111
MarioNet64_Color\frame_10057.jpg  1  376 141 108 111
MarioNet64_Color\frame_10058.jpg  1  380 148 117 117
MarioNet64_Color\frame_10059.jpg  1  380 148 117 117
MarioNet64_Color\frame_10060.jpg  1  381 155 124 124
MarioNet64_Color\frame_10061.jpg  1  383 155 122 124
MarioNet64_Color\frame_10062.jpg  1  392 156 128 130
MarioNet64_Color\frame_10063.jpg  1  392 156 128 130
MarioNet64_Color\frame_10064.jpg  1  399 156 132 135
MarioNet64_Color\frame_10065.jpg  1  399 156 132 135
MarioNet64_Color\frame_10066.jpg  1  404 159 141 142
MarioNet64_Color\frame_10067.jpg  1  404 159 141 142
MarioNet64_Color\frame_10068.jpg  1  404 161 152 153
MarioNet64_Color\frame_10069.jpg  1  404 161 152 153
MarioNet64_Color\frame_10070.jpg  1  405 163 159 164
MarioNet64_Color\frame_10071.jpg  1  405 163 159 164
MarioNet64_Color\frame_10072.jpg  1  400 167 177 178
MarioNet64_Color\frame_10073.jpg  1  400 167 177 178
MarioNet64_Color\frame_10074.jpg  1  395 174 192 196
MarioNet64_Color\frame_10075.jpg  1  395 174 192 196
MarioNet64_Color\frame_10076.jpg  1  387 185 218 195
MarioNet64_Color\frame_10077.jpg  1  387 185 218 195
MarioNet64_Color\frame_10078.jpg  1  381 198 243 182
MarioNet64_Color\frame_10079.jpg  1  381 198 243 182
MarioNet64_Color\frame_10080.jpg  1  367 207 283 173
MarioNet64_Color\frame_10081.jpg  1  367 207 283 173
MarioNet64_Color\frame_10082.jpg  1  345 227 339 153
MarioNet64_Color\frame_10083.jpg  1  345 227 339 153
MarioNet64_Color\frame_10084.jpg  1  336 259 374 121
MarioNet64_Color\frame_10085.jpg  1  336 259 374 121
MarioNet64_Color\frame_10296.jpg  1  645 166 12 13
MarioNet64_Color\frame_10297.jpg  1  646 166 11 13
MarioNet64_Color\frame_10298.jpg  1  651 167 15 18
MarioNet64_Color\frame_10299.jpg  1  654 167 11 18
MarioNet64_Color\frame_10302.jpg  1  679 174 10 11
MarioNet64_Color\frame_10303.jpg  1  679 174 10 11
MarioNet64_Color\frame_10304.jpg  1  685 175 11 17
MarioNet64_Color\frame_10305.jpg  1  685 175 11 17
MarioNet64_Color\frame_10306.jpg  1  685 174 20 20
MarioNet64_Color\frame_10307.jpg  1  686 174 19 23
MarioNet64_Color\frame_10308.jpg  1  691 182 22 21
MarioNet64_Color\frame_10309.jpg  1  691 182 22 21
MarioNet64_Color\frame_10310.jpg  1  702 175 18 31
MarioNet64_Color\frame_10311.jpg  1  702 175 18 31
MarioNet64_Color\frame_10312.jpg  1  710 181 10 29
MarioNet64_Color\frame_10313.jpg  1  711 181 9 28
MarioNet64_Color\frame_10562.jpg  1  389 103 6 21
MarioNet64_Color\frame_10563.jpg  1  389 103 6 21
MarioNet64_Color\frame_10564.jpg  1  390 103 12 26
MarioNet64_Color\frame_10565.jpg  1  390 103 12 26
MarioNet64_Color\frame_10566.jpg  1  391 104 12 26
MarioNet64_Color\frame_10567.jpg  1  391 104 12 26
MarioNet64_Color\frame_10568.jpg  1  393 102 19 29
MarioNet64_Color\frame_10569.jpg  1  393 102 19 29
MarioNet64_Color\frame_10570.jpg  1  397 101 20 27
MarioNet64_Color\frame_10571.jpg  1  397 101 20 27
MarioNet64_Color\frame_10572.jpg  1  398 102 21 36
MarioNet64_Color\frame_10573.jpg  1  398 102 21 36
MarioNet64_Color\frame_10574.jpg  1  399 102 29 36
MarioNet64_Color\frame_10575.jpg  1  399 102 29 36
MarioNet64_Color\frame_10576.jpg  1  401 103 33 34
MarioNet64_Color\frame_10577.jpg  1  401 103 33 34
MarioNet64_Color\frame_10578.jpg  1  406 103 28 35
MarioNet64_Color\frame_10579.jpg  1  406 103 28 35
MarioNet64_Color\frame_10580.jpg  1  405 103 37 37
MarioNet64_Color\frame_10581.jpg  1  405 103 37 37
MarioNet64_Color\frame_10582.jpg  1  407 103 36 37
MarioNet64_Color\frame_10583.jpg  1  407 103 36 37
MarioNet64_Color\frame_10584.jpg  1  413 103 38 40
MarioNet64_Color\frame_10585.jpg  1  413 103 38 40
MarioNet64_Color\frame_10586.jpg  1  414 103 42 42
MarioNet64_Color\frame_10587.jpg  1  414 103 42 42
MarioNet64_Color\frame_10588.jpg  1  416 104 43 42
MarioNet64_Color\frame_10589.jpg  1  416 104 43 42
MarioNet64_Color\frame_10590.jpg  1  421 106 37 39
MarioNet64_Color\frame_10591.jpg  1  421 107 37 38
MarioNet64_Color\frame_10592.jpg  1  422 104 44 45
MarioNet64_Color\frame_10593.jpg  1  422 104 44 45
MarioNet64_Color\frame_10594.jpg  1  423 110 42 37
MarioNet64_Color\frame_10595.jpg  1  423 110 42 37
MarioNet64_Color\frame_10596.jpg  1  430 110 42 43
MarioNet64_Color\frame_10597.jpg  1  428 110 44 43
MarioNet64_Color\frame_10598.jpg  1  429 109 46 45
MarioNet64_Color\frame_10599.jpg  1  429 109 46 45
MarioNet64_Color\frame_10600.jpg  1  432 110 50 45
MarioNet64_Color\frame_10601.jpg  1  432 110 50 45
MarioNet64_Color\frame_10602.jpg  1  437 106 46 51
MarioNet64_Color\frame_10603.jpg  1  437 106 46 51
MarioNet64_Color\frame_10604.jpg  1  438 109 52 52
MarioNet64_Color\frame_10605.jpg  1  438 109 52 52
MarioNet64_Color\frame_10606.jpg  1  445 107 49 55
MarioNet64_Color\frame_10607.jpg  1  445 107 49 55
MarioNet64_Color\frame_10608.jpg  1  445 106 54 56
MarioNet64_Color\frame_10609.jpg  1  445 106 54 56
MarioNet64_Color\frame_10610.jpg  1  444 108 54 54
MarioNet64_Color\frame_10611.jpg  1  444 108 54 54
MarioNet64_Color\frame_10612.jpg  1  446 113 59 60
MarioNet64_Color\frame_10613.jpg  1  446 113 60 60
MarioNet64_Color\frame_10614.jpg  1  446 112 61 59
MarioNet64_Color\frame_10615.jpg  1  446 112 61 59
MarioNet64_Color\frame_10616.jpg  1  445 112 61 64
MarioNet64_Color\frame_10617.jpg  1  445 112 61 64
MarioNet64_Color\frame_10618.jpg  1  446 118 66 63
MarioNet64_Color\frame_10619.jpg  1  447 118 65 63
MarioNet64_Color\frame_10620.jpg  1  443 117 70 69
MarioNet64_Color\frame_10621.jpg  1  443 117 70 69
MarioNet64_Color\frame_10622.jpg  1  447 116 66 70
MarioNet64_Color\frame_10623.jpg  1  447 116 66 70
MarioNet64_Color\frame_10624.jpg  1  439 116 74 75
MarioNet64_Color\frame_10625.jpg  1  439 116 74 75
MarioNet64_Color\frame_10626.jpg  1  434 119 72 78
MarioNet64_Color\frame_10627.jpg  1  434 119 72 78
MarioNet64_Color\frame_10628.jpg  1  428 126 80 76
MarioNet64_Color\frame_10629.jpg  1  428 126 80 76
MarioNet64_Color\frame_10630.jpg  1  422 120 83 83
MarioNet64_Color\frame_10631.jpg  1  422 120 83 83
MarioNet64_Color\frame_10632.jpg  1  415 119 85 83
MarioNet64_Color\frame_10633.jpg  1  415 119 85 83
MarioNet64_Color\frame_10634.jpg  1  414 123 84 89
MarioNet64_Color\frame_10635.jpg  1  414 123 84 89
MarioNet64_Color\frame_10636.jpg  1  399 125 91 93
MarioNet64_Color\frame_10637.jpg  1  399 125 91 93
MarioNet64_Color\frame_10638.jpg  1  391 124 92 97
MarioNet64_Color\frame_10639.jpg  1  391 125 92 96
MarioNet64_Color\frame_10640.jpg  1  383 125 100 100
MarioNet64_Color\frame_10641.jpg  1  383 125 100 100
MarioNet64_Color\frame_10642.jpg  1  381 128 100 105
MarioNet64_Color\frame_10643.jpg  1  380 128 101 105
MarioNet64_Color\frame_10644.jpg  1  373 134 107 109
MarioNet64_Color\frame_10645.jpg  1  374 134 106 109
MarioNet64_Color\frame_10646.jpg  1  371 137 112 114
MarioNet64_Color\frame_10647.jpg  1  371 137 112 114
MarioNet64_Color\frame_10648.jpg  1  363 141 117 118
MarioNet64_Color\frame_10649.jpg  1  365 141 115 118
MarioNet64_Color\frame_10650.jpg  1  352 146 121 122
MarioNet64_Color\frame_10651.jpg  1  352 146 121 122
MarioNet64_Color\frame_10652.jpg  1  342 152 123 125
MarioNet64_Color\frame_10653.jpg  1  342 152 123 125
MarioNet64_Color\frame_10654.jpg  1  327 153 123 128
MarioNet64_Color\frame_10655.jpg  1  327 153 123 128
MarioNet64_Color\frame_10656.jpg  1  312 153 129 132
MarioNet64_Color\frame_10657.jpg  1  312 153 129 132
MarioNet64_Color\frame_10658.jpg  1  296 158 131 134
MarioNet64_Color\frame_10659.jpg  1  296 158 131 134
MarioNet64_Color\frame_10660.jpg  1  278 163 133 137
MarioNet64_Color\frame_10661.jpg  1  278 163 133 137
MarioNet64_Color\frame_10662.jpg  1  260 164 135 141
MarioNet64_Color\frame_10663.jpg  1  260 164 135 141
MarioNet64_Color\frame_10664.jpg  1  244 167 141 143
MarioNet64_Color\frame_10665.jpg  1  244 167 141 143
MarioNet64_Color\frame_10666.jpg  1  223 172 145 147
MarioNet64_Color\frame_10667.jpg  1  223 172 146 147
MarioNet64_Color\frame_10668.jpg  1  205 180 147 147
MarioNet64_Color\frame_10669.jpg  1  205 180 147 147
MarioNet64_Color\frame_10670.jpg  1  181 181 153 151
MarioNet64_Color\frame_10671.jpg  1  181 181 153 151
MarioNet64_Color\frame_10672.jpg  1  160 183 155 157
MarioNet64_Color\frame_10673.jpg  1  160 183 155 157
MarioNet64_Color\frame_10674.jpg  1  139 190 157 157
MarioNet64_Color\frame_10675.jpg  1  139 190 157 157
MarioNet64_Color\frame_10676.jpg  1  111 197 163 163
MarioNet64_Color\frame_10677.jpg  1  111 197 163 163
MarioNet64_Color\frame_10678.jpg  1  86 200 167 168
MarioNet64_Color\frame_10679.jpg  1  86 200 167 168
MarioNet64_Color\frame_10680.jpg  1  60 205 167 171
MarioNet64_Color\frame_10681.jpg  1  60 205 167 171
MarioNet64_Color\frame_10682.jpg  1  32 212 172 168
MarioNet64_Color\frame_10683.jpg  1  32 212 172 168
MarioNet64_Color\frame_10684.jpg  1  2 220 177 160
MarioNet64_Color\frame_10685.jpg  1  2 220 177 160
MarioNet64_Color\frame_10686.jpg  1  1 224 154 156
MarioNet64_Color\frame_10687.jpg  1  1 224 154 156
MarioNet64_Color\frame_10688.jpg  1  1 230 127 150
MarioNet64_Color\frame_10689.jpg  1  1 230 127 150
MarioNet64_Color\frame_10690.jpg  1  1 239 96 141
MarioNet64_Color\frame_10691.jpg  1  1 239 96 141
MarioNet64_Color\frame_10692.jpg  1  1 262 65 118
MarioNet64_Color\frame_10693.jpg  1  1 262 65 118
MarioNet64_Color\frame_10694.jpg  1  1 301 26 79
MarioNet64_Color\frame_10695.jpg  1  1 301 26 79
MarioNet64_Color\frame_11110.jpg  1  333 175 12 13
MarioNet64_Color\frame_11111.jpg  1  333 175 12 13
MarioNet64_Color\frame_11113.jpg  1  333 175 11 10
MarioNet64_Color\frame_11114.jpg  1  334 174 11 16
MarioNet64_Color\frame_11116.jpg  1  333 174 12 14
MarioNet64_Color\frame_11117.jpg  1  333 174 12 14
MarioNet64_Color\frame_11122.jpg  1  335 167 10 10
MarioNet64_Color\frame_11123.jpg  1  335 167 10 10
MarioNet64_Color\frame_11126.jpg  1  334 167 11 10
MarioNet64_Color\frame_11127.jpg  1  334 167 16 13
MarioNet64_Color\frame_11128.jpg  1  334 165 11 12
MarioNet64_Color\frame_11129.jpg  1  334 165 11 12
MarioNet64_Color\frame_11130.jpg  1  335 167 13 11
MarioNet64_Color\frame_11131.jpg  1  335 167 13 11
MarioNet64_Color\frame_11138.jpg  1  327 164 12 14
MarioNet64_Color\frame_11139.jpg  1  327 166 12 12
MarioNet64_Color\frame_11148.jpg  1  329 175 10 12
MarioNet64_Color\frame_11149.jpg  1  329 175 10 12
MarioNet64_Color\frame_11150.jpg  1  326 166 19 19
MarioNet64_Color\frame_11151.jpg  1  326 166 19 19
MarioNet64_Color\frame_11152.jpg  1  334 172 12 14
MarioNet64_Color\frame_11153.jpg  1  334 172 12 14
MarioNet64_Color\frame_11154.jpg  1  334 168 11 10
MarioNet64_Color\frame_11155.jpg  1  327 168 18 18
MarioNet64_Color\frame_11160.jpg  1  343 175 19 19
MarioNet64_Color\frame_11161.jpg  1  343 175 19 19
MarioNet64_Color\frame_11162.jpg  1  342 193 12 15
MarioNet64_Color\frame_11163.jpg  1  342 196 15 12
MarioNet64_Color\frame_11166.jpg  1  349 179 14 17
MarioNet64_Color\frame_11167.jpg  1  349 179 13 15
MarioNet64_Color\frame_11168.jpg  2  341 198 21 17  350 180 11 16
MarioNet64_Color\frame_11169.jpg  2  341 198 21 17  350 180 22 24
MarioNet64_Color\frame_11170.jpg  2  349 205 13 12  341 181 24 22
MarioNet64_Color\frame_11171.jpg  2  349 205 13 12  341 181 24 22
MarioNet64_Color\frame_11172.jpg  2  342 196 11 13  351 183 19 14
MarioNet64_Color\frame_11173.jpg  2  342 196 13 14  351 183 19 14
MarioNet64_Color\frame_11174.jpg  1  343 190 30 19
MarioNet64_Color\frame_11175.jpg  1  343 190 27 19
MarioNet64_Color\frame_11176.jpg  1  343 186 32 25
MarioNet64_Color\frame_11177.jpg  1  343 186 32 25
MarioNet64_Color\frame_11178.jpg  2  344 207 11 10  357 188 15 14
MarioNet64_Color\frame_11179.jpg  2  344 207 11 11  357 188 15 14
MarioNet64_Color\frame_11180.jpg  1  351 191 29 19
MarioNet64_Color\frame_11181.jpg  1  351 191 29 21
MarioNet64_Color\frame_11182.jpg  2  351 222 11 12  358 197 14 14
MarioNet64_Color\frame_11183.jpg  2  351 222 11 12  349 197 20 22
MarioNet64_Color\frame_11184.jpg  1  346 197 25 36
MarioNet64_Color\frame_11185.jpg  1  346 197 25 36
MarioNet64_Color\frame_11186.jpg  1  348 199 30 42
MarioNet64_Color\frame_11187.jpg  1  348 199 30 42
MarioNet64_Color\frame_11188.jpg  1  349 203 32 37
MarioNet64_Color\frame_11189.jpg  1  349 204 32 36
MarioNet64_Color\frame_11190.jpg  1  348 206 32 36
MarioNet64_Color\frame_11191.jpg  1  348 206 32 36
MarioNet64_Color\frame_11192.jpg  1  348 205 31 36
MarioNet64_Color\frame_11193.jpg  1  348 205 31 36
MarioNet64_Color\frame_11194.jpg  1  346 206 35 43
MarioNet64_Color\frame_11195.jpg  1  346 206 35 43
MarioNet64_Color\frame_11196.jpg  1  342 206 41 46
MarioNet64_Color\frame_11197.jpg  1  342 206 37 43
MarioNet64_Color\frame_11198.jpg  1  343 207 26 45
MarioNet64_Color\frame_11199.jpg  1  342 207 27 45
MarioNet64_Color\frame_11200.jpg  2  343 253 10 10  335 207 36 46
MarioNet64_Color\frame_11201.jpg  2  343 253 10 10  335 207 35 46
MarioNet64_Color\frame_11202.jpg  1  331 215 39 42
MarioNet64_Color\frame_11203.jpg  1  331 212 39 45
MarioNet64_Color\frame_11204.jpg  1  327 214 36 46
MarioNet64_Color\frame_11205.jpg  1  327 214 36 46
MarioNet64_Color\frame_11206.jpg  1  325 214 37 58
MarioNet64_Color\frame_11207.jpg  1  325 214 37 58
MarioNet64_Color\frame_11208.jpg  1  318 222 36 44
MarioNet64_Color\frame_11209.jpg  1  318 222 37 44
MarioNet64_Color\frame_11210.jpg  1  319 222 34 44
MarioNet64_Color\frame_11211.jpg  1  319 222 34 44
MarioNet64_Color\frame_11212.jpg  1  319 221 36 53
MarioNet64_Color\frame_11213.jpg  1  319 221 36 53
MarioNet64_Color\frame_11214.jpg  1  319 221 36 52
MarioNet64_Color\frame_11215.jpg  1  319 221 36 52
MarioNet64_Color\frame_11216.jpg  1  318 222 35 59
MarioNet64_Color\frame_11217.jpg  1  318 222 37 59
MarioNet64_Color\frame_11218.jpg  1  318 221 35 52
MarioNet64_Color\frame_11219.jpg  1  318 221 35 52
MarioNet64_Color\frame_11220.jpg  2  332 277 13 12  318 221 36 51
MarioNet64_Color\frame_11221.jpg  2  332 277 13 12  318 221 35 51
MarioNet64_Color\frame_11222.jpg  2  330 277 15 13  318 222 37 51
MarioNet64_Color\frame_11223.jpg  2  330 278 15 12  318 222 37 50
MarioNet64_Color\frame_11224.jpg  1  317 221 47 51
MarioNet64_Color\frame_11225.jpg  1  317 221 47 51
MarioNet64_Color\frame_11226.jpg  1  318 222 46 53
MarioNet64_Color\frame_11227.jpg  1  318 221 44 54
MarioNet64_Color\frame_11228.jpg  1  319 221 42 53
MarioNet64_Color\frame_11229.jpg  1  319 221 42 53
MarioNet64_Color\frame_11230.jpg  2  359 271 10 10  320 221 42 55
MarioNet64_Color\frame_11231.jpg  2  359 271 10 10  320 221 42 55
MarioNet64_Color\frame_11232.jpg  1  325 221 37 53
MarioNet64_Color\frame_11233.jpg  1  325 221 37 53
MarioNet64_Color\frame_11234.jpg  1  325 223 44 56
MarioNet64_Color\frame_11235.jpg  1  325 223 44 56
MarioNet64_Color\frame_11236.jpg  1  326 223 45 59
MarioNet64_Color\frame_11237.jpg  1  326 223 45 59
MarioNet64_Color\frame_11238.jpg  2  366 268 11 13  326 223 46 65
MarioNet64_Color\frame_11239.jpg  1  326 223 44 65
MarioNet64_Color\frame_11240.jpg  2  364 271 13 10  323 224 49 66
MarioNet64_Color\frame_11241.jpg  2  364 271 15 10  327 224 45 66
MarioNet64_Color\frame_11242.jpg  1  326 225 46 66
MarioNet64_Color\frame_11243.jpg  1  326 225 46 66
MarioNet64_Color\frame_11244.jpg  1  317 228 47 69
MarioNet64_Color\frame_11245.jpg  1  317 228 47 69
MarioNet64_Color\frame_11246.jpg  1  312 227 49 70
MarioNet64_Color\frame_11247.jpg  1  312 227 49 70
MarioNet64_Color\frame_11248.jpg  2  317 283 13 17  310 227 44 55
MarioNet64_Color\frame_11249.jpg  2  317 283 13 17  310 227 44 55
MarioNet64_Color\frame_11250.jpg  3  310 296 11 10  326 279 21 13  279 236 52 57
MarioNet64_Color\frame_11251.jpg  3  310 294 13 12  326 277 21 15  279 238 50 55
MarioNet64_Color\frame_11252.jpg  1  270 239 54 51
MarioNet64_Color\frame_11253.jpg  1  270 234 54 56
MarioNet64_Color\frame_11254.jpg  1  260 235 56 70
MarioNet64_Color\frame_11255.jpg  1  260 235 56 73
MarioNet64_Color\frame_11256.jpg  1  252 242 46 70
MarioNet64_Color\frame_11257.jpg  1  252 242 46 70
MarioNet64_Color\frame_11258.jpg  1  245 245 53 71
MarioNet64_Color\frame_11259.jpg  1  245 245 53 71
MarioNet64_Color\frame_11260.jpg  1  238 244 51 69
MarioNet64_Color\frame_11261.jpg  1  238 244 51 69
MarioNet64_Color\frame_11262.jpg  1  237 251 52 62
MarioNet64_Color\frame_11263.jpg  1  238 251 51 62
MarioNet64_Color\frame_11264.jpg  1  229 252 45 72
MarioNet64_Color\frame_11265.jpg  1  229 250 50 74
MarioNet64_Color\frame_11266.jpg  2  261 262 13 12  222 254 43 70
MarioNet64_Color\frame_11267.jpg  2  261 262 13 12  222 254 43 70
MarioNet64_Color\frame_11268.jpg  2  238 278 36 36  216 250 49 55
MarioNet64_Color\frame_11269.jpg  2  238 278 36 35  216 250 49 54
MarioNet64_Color\frame_11270.jpg  2  239 324 14 13  214 255 56 61
MarioNet64_Color\frame_11271.jpg  2  239 324 14 13  214 255 56 61
MarioNet64_Color\frame_11272.jpg  2  230 301 29 16  213 255 52 44
MarioNet64_Color\frame_11273.jpg  2  230 301 29 16  213 255 52 44
MarioNet64_Color\frame_11274.jpg  4  231 327 10 10  230 307 11 12  259 306 16 15  206 254 59 52
MarioNet64_Color\frame_11275.jpg  4  231 326 10 11  230 307 11 12  259 306 16 15  206 254 59 52
MarioNet64_Color\frame_11276.jpg  2  232 326 10 12  204 260 55 61
MarioNet64_Color\frame_11277.jpg  2  230 326 12 12  204 260 55 61
MarioNet64_Color\frame_11278.jpg  3  227 326 17 11  247 316 10 14  205 263 54 61
MarioNet64_Color\frame_11279.jpg  3  227 326 17 11  247 316 10 14  205 263 54 61
MarioNet64_Color\frame_11280.jpg  1  198 269 59 63
MarioNet64_Color\frame_11281.jpg  1  198 269 65 61
MarioNet64_Color\frame_11282.jpg  1  195 268 56 69
MarioNet64_Color\frame_11283.jpg  1  195 268 56 69
MarioNet64_Color\frame_11284.jpg  1  192 271 61 70
MarioNet64_Color\frame_11285.jpg  1  192 271 61 70
MarioNet64_Color\frame_11286.jpg  1  188 270 61 73
MarioNet64_Color\frame_11287.jpg  1  188 271 61 72
MarioNet64_Color\frame_11288.jpg  1  190 274 52 72
MarioNet64_Color\frame_11289.jpg  1  190 274 54 72
MarioNet64_Color\frame_11290.jpg  1  182 278 61 70
MarioNet64_Color\frame_11291.jpg  1  182 278 61 70
MarioNet64_Color\frame_11292.jpg  1  177 276 57 77
MarioNet64_Color\frame_11293.jpg  1  177 276 57 79
MarioNet64_Color\frame_11294.jpg  2  199 341 28 16  198 267 56 65
MarioNet64_Color\frame_11295.jpg  2  199 341 28 16  198 267 56 65
MarioNet64_Color\frame_11296.jpg  2  199 340 25 21  190 267 62 70
MarioNet64_Color\frame_11297.jpg  2  199 340 26 21  190 267 62 70
MarioNet64_Color\frame_11298.jpg  2  207 339 17 23  190 267 59 70
MarioNet64_Color\frame_11299.jpg  2  207 342 17 20  190 267 59 69
MarioNet64_Color\frame_11300.jpg  2  205 341 23 20  188 268 60 71
MarioNet64_Color\frame_11301.jpg  2  205 341 23 20  188 268 60 71
MarioNet64_Color\frame_11302.jpg  3  208 343 17 19  186 335 15 13  183 269 60 70
MarioNet64_Color\frame_11303.jpg  3  208 343 17 19  186 335 15 13  183 269 60 70
MarioNet64_Color\frame_11304.jpg  3  215 342 14 12  179 331 22 17  182 270 61 69
MarioNet64_Color\frame_11305.jpg  3  215 342 14 12  179 331 23 18  182 270 61 69
MarioNet64_Color\frame_11306.jpg  1  172 272 72 89
MarioNet64_Color\frame_11307.jpg  1  172 272 71 89
MarioNet64_Color\frame_11308.jpg  2  168 334 27 19  180 275 63 89
MarioNet64_Color\frame_11309.jpg  2  168 334 27 19  180 275 63 89
MarioNet64_Color\frame_11310.jpg  1  168 279 76 84
MarioNet64_Color\frame_11311.jpg  1  168 279 76 87
MarioNet64_Color\frame_11312.jpg  1  167 279 75 90
MarioNet64_Color\frame_11313.jpg  1  167 279 75 90
MarioNet64_Color\frame_11314.jpg  2  157 341 20 21  174 283 66 87
MarioNet64_Color\frame_11315.jpg  2  157 341 20 21  174 283 66 87
MarioNet64_Color\frame_11316.jpg  3  203 366 15 14  155 351 21 18  167 286 66 76
MarioNet64_Color\frame_11317.jpg  3  203 366 15 14  155 351 22 18  167 286 66 76
MarioNet64_Color\frame_11318.jpg  2  148 359 23 19  159 289 68 91
MarioNet64_Color\frame_11319.jpg  2  148 359 23 19  159 289 68 91
MarioNet64_Color\frame_11320.jpg  2  143 365 30 15  148 293 71 78
MarioNet64_Color\frame_11321.jpg  2  143 365 25 15  148 293 71 77
MarioNet64_Color\frame_11322.jpg  1  134 297 74 82
MarioNet64_Color\frame_11323.jpg  1  134 300 74 79
MarioNet64_Color\frame_11324.jpg  1  120 302 76 78
MarioNet64_Color\frame_11325.jpg  1  120 302 76 78
MarioNet64_Color\frame_11326.jpg  1  109 309 70 71
